Species,Aquatic,Herbivorous,Nocturnal,Scansorial,Fossorial,Large,Terrestrial,Archetype
Arthrosaura kockii,0,0,0,0,0,0.231,0.769,Terrestrial
Arthrosaura montigena,0,0,0,0,0,0.122,0.878,Terrestrial
Arthrosaura reticulata,0,0,0,0,0,0.231,0.769,Terrestrial
Arthrosaura synaptolepis,0,0,0,0,0,0.14,0.86,Terrestrial
Arthrosaura versteegii,0,0,0,0,0,0.231,0.769,Terrestrial
Asaccus andersoni,0,0,0.961,0,0.007,0,0.031,Nocturnal
Asaccus barani,0,0,0.904,0,0.018,0,0.078,Nocturnal
Asaccus caudivolvulus,0,0,0.939,0,0.012,0,0.049,Nocturnal
Asaccus elisae,0,0,0.949,0,0.01,0,0.041,Nocturnal
Asaccus gallagheri,0,0,0.794,0,0.04,0,0.167,Nocturnal
Asaccus gardneri,0,0,0.974,0,0.005,0,0.021,Nocturnal
Asaccus granularis,0,0,0.974,0,0.005,0,0.021,Nocturnal
Asaccus griseonotus,0,0,0.976,0,0.004,0,0.019,Nocturnal
Asaccus iranicus,0,0,0.806,0,0.037,0,0.157,Nocturnal
Asaccus kermanshahensis,0,0,0.899,0,0.019,0,0.082,Nocturnal
Asaccus kurdistanensis,0,0,0.941,0,0.011,0,0.047,Nocturnal
Asaccus margaritae,0,0,0.914,0,0.017,0,0.07,Nocturnal
Asaccus montanus,0,0,0.794,0,0.04,0,0.167,Nocturnal
Asaccus nasrullahi,0,0,0.971,0,0.005,0,0.023,Nocturnal
Asaccus platyrhynchus,0,0,0.939,0,0.012,0,0.049,Nocturnal
Asaccus saffinae,0,0,0.906,0,0.018,0,0.076,Nocturnal
Asaccus tangestanensis,0,0,0.911,0,0.017,0,0.072,Nocturnal
Asaccus zagrosicus,0,0,0.889,0,0.021,0,0.09,Nocturnal
Aspidoscelis angusticeps,0,0,0,0,0,0.372,0.628,Terrestrial
Aspidoscelis burti,0,0,0,0,0,0.424,0.576,Terrestrial
Aspidoscelis calidipes,0,0,0,0,0,0.273,0.727,Terrestrial
Aspidoscelis ceralbensis,0,0.533,0,0,0,0.236,0.231,Herbivorous
Aspidoscelis communis,0,0,0,0,0,0.445,0.555,Terrestrial
Aspidoscelis costata,0,0,0,0,0,0.408,0.592,Terrestrial
Aspidoscelis cozumela,0,0,0,0,0,0.287,0.713,Terrestrial
Aspidoscelis danheimae,0,0,0,0,0,0.227,0.773,Terrestrial
Aspidoscelis deppii,0,0,0,0,0,0.316,0.684,Terrestrial
Aspidoscelis exsanguis,0,0,0,0,0,0.352,0.648,Terrestrial
Aspidoscelis flagellicauda,0,0,0,0,0,0.339,0.661,Terrestrial
Aspidoscelis gularis,0,0,0,0,0,0.372,0.628,Terrestrial
Aspidoscelis guttata,0,0,0,0,0,0.431,0.569,Terrestrial
Aspidoscelis hyperythra,0,0,0,0,0,0.25,0.75,Terrestrial
Aspidoscelis inornata,0,0,0,0,0,0.296,0.704,Terrestrial
Aspidoscelis labialis,0,0,0,0,0,0.215,0.785,Terrestrial
Aspidoscelis laredoensis,0,0,0,0,0,0.308,0.692,Terrestrial
Aspidoscelis lineattissima,0,0,0,0,0,0.366,0.634,Terrestrial
Aspidoscelis marmorata,0,0,0,0,0,0.352,0.648,Terrestrial
Aspidoscelis maxima,0,0,0,0,0,0.418,0.582,Terrestrial
Aspidoscelis neomexicana,0,0,0,0,0,0.296,0.704,Terrestrial
Aspidoscelis neotesselata,0,0,0,0,0,0.352,0.648,Terrestrial
Aspidoscelis pai,0,0,0,0,0,0.292,0.708,Terrestrial
Aspidoscelis parvisocia,0,0,0,0,0,0.273,0.727,Terrestrial
Aspidoscelis picta,0,0,0,0,0,0.246,0.754,Terrestrial
Aspidoscelis rodecki,0,0,0,0,0,0.263,0.737,Terrestrial
Aspidoscelis scalaris,0,0,0,0,0,0.393,0.607,Terrestrial
Aspidoscelis sexlineata,0,0,0,0,0,0.312,0.688,Terrestrial
Aspidoscelis sonorae,0,0,0,0,0,0.316,0.684,Terrestrial
Aspidoscelis stictogramma,0,0,0,0,0,0.424,0.576,Terrestrial
Aspidoscelis tesselata,0.003,0,0.015,0.766,0,0.215,0,Scansorial
Aspidoscelis tigris,0,0,0,0,0,0.418,0.582,Terrestrial
Aspidoscelis uniparens,0,0,0,0,0,0.296,0.704,Terrestrial
Aspidoscelis velox,0,0,0,0,0,0.306,0.694,Terrestrial
Aspidoscelis xanthonota,0.004,0,0.017,0.745,0,0.234,0,Scansorial
Aspronema dorsivittatum,0.866,0.135,0,0,0,0,0,Aquatic
Asymblepharus alaicus,0.001,0,0.003,0.958,0,0.039,0,Scansorial
Asymblepharus himalayanus,0,0,0,0,0,0.213,0.787,Terrestrial
Asymblepharus ladacensis,0.001,0,0.004,0.932,0,0.062,0,Scansorial
Asymblepharus sikimmensis,0,0,0,0,0,0.149,0.85,Terrestrial
Ateuchosaurus chinensis,0,0,0.436,0,0,0.176,0.388,Nocturnal
Atlantolacerta andreanskyi,0,0,0.001,0.99,0,0.009,0,Scansorial
Aurivela longicauda,0,0,0,0,0,0.242,0.758,Terrestrial
Bachia blairi,0,0,0,0.127,0.869,0.004,0,Fossorial
Bachia bresslaui,0,0,0,0.036,0.868,0.096,0,Fossorial
Bachia flavescens,0,0,0.043,0,0.957,0,0,Fossorial
Bachia geralista,0,0,0.008,0,0.947,0.045,0,Fossorial
Bachia heteropa,0,0,0,0.129,0.871,0,0,Fossorial
Bachia panoplia,0,0,0,0.082,0.868,0.049,0,Fossorial
Bachia scaea,0,0,0,0,0,0.117,0.883,Terrestrial
Bachia trisanale,0,0,0,0.126,0.874,0,0,Fossorial
Barisia ciliaris,0,0,0,0,0,0.416,0.584,Terrestrial
Barisia imbricata,0,0,0,0,0,0.416,0.584,Terrestrial
Barkudia insularis,0,0,0.008,0,0.947,0.045,0,Fossorial
Basiliscus basiliscus,0.913,0,0,0,0,0.087,0,Aquatic
Basiliscus galeritus,0.914,0.008,0,0,0,0.078,0,Aquatic
Basiliscus plumifrons,0.913,0,0,0,0,0.087,0,Aquatic
Basiliscus vittatus,0.915,0.026,0,0,0,0.06,0,Aquatic
Bassiana duperreyi,0,0,0,0,0,0.248,0.752,Terrestrial
Bassiana platynota,0,0,0,0,0,0.248,0.752,Terrestrial
Bassiana trilineata,0,0,0,0,0,0.219,0.781,Terrestrial
Bavayia crassicollis,0,0,0.991,0,0,0.009,0,Nocturnal
Bavayia cyclura,0,0,0.951,0,0.009,0,0.039,Nocturnal
Bavayia exsuccida,0,0,0.811,0,0.036,0,0.152,Nocturnal
Bavayia geitaina,0,0,0.951,0,0.009,0,0.039,Nocturnal
Bavayia montana,0,0,0.971,0,0.005,0,0.023,Nocturnal
Bavayia sauvagii,0,0,0.904,0,0.018,0,0.078,Nocturnal
Bavayia septuiclavis,0,0,0.831,0,0.032,0,0.136,Nocturnal
Bellatorias frerei,0,0.119,0,0,0.556,0.326,0,Fossorial
Bellatorias major,0,0,0,0,0.504,0.497,0,Fossorial
Bellatorias obiri,0,0.443,0.272,0,0,0.285,0,Herbivorous
Bipes biporus,0,0,0,0,0.838,0.162,0,Fossorial
Bipes canaliculatus,0,0,0,0,0.838,0.162,0,Fossorial
Blaesodactylus antongilensis,0,0,0.964,0,0,0.036,0,Nocturnal
Blaesodactylus boivini,0,0,0.846,0,0,0.154,0,Nocturnal
Blaesodactylus sakalava,0,0,0.925,0,0,0.075,0,Nocturnal
Blanus cinereus,0,0.206,0,0,0.722,0.072,0,Fossorial
Blanus mariae,0,0.306,0,0,0.605,0.089,0,Fossorial
Blanus mettetali,0,0,0,0,0.919,0.081,0,Fossorial
Brachylophus bulabula,0,0.552,0,0,0,0.448,0,Herbivorous
Brachylophus fasciatus,0,0.552,0,0,0,0.448,0,Herbivorous
Brachylophus vitiensis,0,0.568,0,0,0,0.432,0,Herbivorous
Brachymeles boulengeri,0,0,0,0,0.798,0.202,0,Fossorial
Brachymeles samarensis,0,0,0,0.13,0.87,0,0,Fossorial
Brachymeles talinis,0,0,0,0,0.786,0.214,0,Fossorial
Brachymeles taylori,0,0,0,0,0.858,0.142,0,Fossorial
Bradypodion melanocephalum,0.002,0,0.007,0.886,0,0.105,0,Scansorial
Bradypodion occidentale,0.002,0,0.012,0.822,0,0.164,0,Scansorial
Bradypodion pumilum,0.003,0,0.013,0.803,0,0.181,0,Scansorial
Bradypodion taeniabronchum,0.001,0,0.006,0.905,0,0.088,0,Scansorial
Bradypodion thamnobates,0.003,0,0.013,0.803,0,0.181,0,Scansorial
Bradypodion ventrale,0.003,0,0.013,0.805,0,0.179,0,Scansorial
Brasiliscincus agilis,0,0,0,0,0,0.298,0.702,Terrestrial
Brasiliscincus heathi,0,0,0,0,0,0.287,0.713,Terrestrial
Broadleysaurus major,0,0.6,0,0,0,0.399,0,Herbivorous
Bronchocela cristatella,0.004,0,0.02,0.692,0,0.283,0,Scansorial
Bronchocela jubata,0.005,0,0.023,0.648,0,0.324,0,Scansorial
Bronchocela smaragdina,0.004,0,0.018,0.718,0,0.26,0,Scansorial
Brookesia dentata,0,0,0,0,0,0,1,Terrestrial
Brookesia ebenaui,0,0,0.001,0.988,0,0.011,0,Scansorial
Brookesia exarmata,0,0,0,0.811,0.011,0,0.178,Scansorial
Brookesia minima,0,0,0,0.018,0,0,0.982,Terrestrial
Brookesia stumpffi,0,0,0,0,0,0.188,0.812,Terrestrial
Brookesia superciliaris,0,0,0.002,0.976,0,0.022,0,Scansorial
Brookesia thieli,0,0,0,0.969,0.002,0,0.029,Scansorial
Bufoniceps laungwalaensis,0,0,0,0,0,0.248,0.752,Terrestrial
Bunopus blanfordii,0,0,0.444,0,0,0.054,0.502,Terrestrial
Bunopus tuberculatus,0,0,0.911,0,0.017,0,0.072,Nocturnal
Caledoniscincus atropunctatus,0,0,0,0,0,0.146,0.854,Terrestrial
Caledoniscincus austrocaledonicus,0,0,0,0,0,0.155,0.845,Terrestrial
Caledoniscincus festivus,0,0,0,0,0,0.219,0.781,Terrestrial
Caledoniscincus haplorhinus,0,0,0,0,0,0.146,0.854,Terrestrial
Callisaurus draconoides,0,0,0,0,0,0.36,0.64,Terrestrial
Callopistes flavipunctatus,0,0.42,0,0,0,0.58,0,Large
Callopistes maculatus,0,0.484,0,0,0,0.404,0.111,Herbivorous
Calodactylodes aureus,0,0,0.985,0,0,0.015,0,Nocturnal
Calodactylodes illingworthorum,0,0,0.956,0,0,0.044,0,Nocturnal
Calotes bachae,0.003,0,0.014,0.785,0,0.198,0,Scansorial
Calotes calotes,0.005,0,0.022,0.669,0,0.305,0,Scansorial
Calotes ceylonensis,0.002,0,0.011,0.833,0,0.154,0,Scansorial
Calotes chincollium,0,0.718,0,0,0,0.282,0,Herbivorous
Calotes ellioti,0.002,0,0.009,0.859,0,0.13,0,Scansorial
Calotes emma,0.004,0,0.019,0.706,0,0.271,0,Scansorial
Calotes grandisquamis,0.005,0,0.023,0.648,0,0.324,0,Scansorial
Calotes jerdoni,0.004,0,0.02,0.692,0,0.283,0,Scansorial
Calotes liocephalus,0.003,0,0.015,0.775,0,0.207,0,Scansorial
Calotes liolepis,0.003,0,0.015,0.775,0,0.207,0,Scansorial
Calotes maria,0.004,0,0.018,0.718,0,0.26,0,Scansorial
Calotes minor,0,0.528,0,0,0,0.253,0.219,Herbivorous
Calotes mystaceus,0.005,0,0.024,0.632,0,0.339,0,Scansorial
Calotes nemoricola,0.005,0,0.023,0.648,0,0.324,0,Scansorial
Calotes nigrilabris,0.005,0,0.022,0.669,0,0.305,0,Scansorial
Calotes pethiyagodai,0.003,0,0.013,0.801,0,0.183,0,Scansorial
Calotes rouxii,0.002,0,0.011,0.835,0,0.151,0,Scansorial
Calotes versicolor,0,0.705,0,0,0,0.295,0,Herbivorous
Calumma brevicorne,0.005,0,0.022,0.669,0,0.305,0,Scansorial
Calumma cucullatum,0.005,0,0.024,0.639,0,0.332,0,Scansorial
Calumma oshaughnessyi,0.005,0,0.023,0.653,0,0.32,0,Scansorial
Calumma parsonii,0.007,0,0.032,0.517,0,0.445,0,Scansorial
Calyptommatus confusionibus,0,0,0.005,0,0.995,0,0,Fossorial
Calyptommatus leiolepis,0,0,0.032,0,0.968,0,0,Fossorial
Calyptommatus nicterus,0,0,0.029,0,0.971,0,0,Fossorial
Calyptommatus sinebrachiatus,0,0,0.032,0,0.968,0,0,Fossorial
Calyptotis lepidorostrum,0,0,0.042,0,0.958,0,0,Fossorial
Calyptotis scutirostrum,0,0,0.035,0,0.953,0.013,0,Fossorial
Caparaonia itaiquara,0,0,0,0,0,0.184,0.816,Terrestrial
Carlia ailanpalai,0,0,0,0,0,0.2,0.8,Terrestrial
Carlia amax,0,0,0,0,0,0.066,0.933,Terrestrial
Carlia bicarinata,0,0,0,0.938,0.003,0,0.058,Scansorial
Carlia fusca,0,0,0,0,0,0.2,0.8,Terrestrial
Carlia gracilis,0,0,0,0,0,0.066,0.933,Terrestrial
Carlia jarnoldae,0,0,0,0.943,0.003,0,0.053,Scansorial
Carlia longipes,0.001,0,0.005,0.921,0,0.073,0,Scansorial
Carlia munda,0,0,0,0,0,0.086,0.914,Terrestrial
Carlia pectoralis,0,0,0,0,0,0.188,0.812,Terrestrial
Carlia rhomboidalis,0,0,0,0,0,0.175,0.825,Terrestrial
Carlia rostralis,0.001,0,0.004,0.935,0,0.06,0,Scansorial
Carlia rubrigularis,0,0,0,0,0,0.175,0.825,Terrestrial
Carlia rufilatus,0,0,0,0,0,0.074,0.926,Terrestrial
Carlia schmeltzii,0,0,0,0,0,0.207,0.793,Terrestrial
Carlia storri,0,0,0,0.92,0.005,0,0.075,Scansorial
Carlia tetradactyla,0,0,0,0,0,0.188,0.812,Terrestrial
Carlia triacantha,0,0,0,0,0,0.136,0.864,Terrestrial
Carlia vivax,0,0,0,0,0,0.121,0.879,Terrestrial
Carphodactylus laevis,0,0,0.904,0,0,0.096,0,Nocturnal
Celatiscincus euryotis,0,0,0,0,0,0.074,0.926,Terrestrial
Celestus badius,0,0,0,0,0,0.292,0.708,Terrestrial
Celestus costatus,0,0.523,0,0,0,0.27,0.207,Herbivorous
Celestus hewardi,0.005,0,0.023,0.646,0,0.326,0,Scansorial
Celestus rozellae,0.002,0,0.01,0.84,0,0.147,0,Scansorial
Celestus warreni,0,0,0.418,0,0,0.461,0.121,Large
Ceratophora aspera,0,0,0,0.969,0.002,0,0.029,Scansorial
Ceratophora stoddartii,0.003,0,0.012,0.812,0,0.173,0,Scansorial
Ceratophora tennentii,0.003,0,0.013,0.808,0,0.177,0,Scansorial
Cercosaura argula,0,0,0,0.969,0.002,0,0.029,Scansorial
Cercosaura bassleri,0,0,0,0,0,0.207,0.793,Terrestrial
Cercosaura doanae,0,0,0,0,0,0.163,0.837,Terrestrial
Cercosaura eigenmanni,0,0,0,0,0,0.146,0.854,Terrestrial
Cercosaura manicata,0,0,0,0,0,0.238,0.762,Terrestrial
Cercosaura ocellata,0.001,0,0.004,0.939,0,0.056,0,Scansorial
Cercosaura schreibersii,0,0,0,0,0,0.161,0.839,Terrestrial
Chalarodon madagascariensis,0,0.541,0,0,0,0.207,0.252,Herbivorous
Chalcides bedriagai,0,0,0,0,0.817,0.183,0,Fossorial
Chalcides boulengeri,0,0,0,0,0.828,0.172,0,Fossorial
Chalcides chalcides,0,0,0,0,0.84,0.16,0,Fossorial
Chalcides delislei,0,0,0,0.059,0.868,0.073,0,Fossorial
Chalcides guentheri,0.002,0,0.007,0.889,0,0.103,0,Scansorial
Chalcides lanzai,0,0,0,0,0,0.358,0.642,Terrestrial
Chalcides mauritanicus,0,0,0,0.087,0.869,0.045,0,Fossorial
Chalcides ocellatus,0,0,0,0,0.786,0.214,0,Fossorial
Chalcides parallelus,0,0,0,0,0.83,0.17,0,Fossorial
Chalcides polylepis,0,0,0.428,0,0,0.306,0.267,Nocturnal
Chalcides ragazzii,0,0,0,0,0,0.373,0.627,Terrestrial
Chalcides sepsoides,0,0.259,0,0,0.736,0.004,0,Fossorial
Chalcides sexlineatus,0,0,0,0,0,0.306,0.694,Terrestrial
Chalcides striatus,0,0,0,0,0,0.346,0.654,Terrestrial
Chalcides viridanus,0,0.515,0,0,0,0.296,0.188,Herbivorous
Chalcidoseps thwaitesi,0,0,0,0,0.827,0.173,0,Fossorial
Chamaeleo africanus,0,0.685,0,0,0,0.315,0,Herbivorous
Chamaeleo anchietae,0.003,0,0.013,0.798,0,0.186,0,Scansorial
Chamaeleo arabicus,0.006,0,0.027,0.588,0,0.379,0,Scansorial
Chamaeleo calyptratus,0,0.643,0,0,0,0.357,0,Herbivorous
Chamaeleo chamaeleon,0,0.724,0,0,0,0.276,0,Herbivorous
Chamaeleo dilepis,0.005,0,0.024,0.632,0,0.339,0,Scansorial
Chamaeleo gracilis,0.005,0,0.022,0.662,0,0.311,0,Scansorial
Chamaeleo laevigatus,0.004,0,0.019,0.704,0,0.273,0,Scansorial
Chamaeleo namaquensis,0,0.502,0,0,0,0.342,0.156,Herbivorous
Chamaeleo senegalensis,0.004,0,0.02,0.699,0,0.277,0,Scansorial
Chamaeleo zeylanicus,0.006,0,0.027,0.581,0,0.385,0,Scansorial
Chamaesaura aenea,0,0,0,0,0,0.258,0.742,Terrestrial
Chamaesaura anguina,0,0,0,0,0,0.281,0.719,Terrestrial
Chamaesaura macrolepis,0,0,0,0,0,0.298,0.702,Terrestrial
Chamaesaura miopropus,0,0,0,0,0,0.231,0.769,Terrestrial
Chamaesaura tenuior,0,0,0,0,0.836,0.165,0,Fossorial
Chatogekko amazonicus,0,0,0,0.016,0,0.007,0.976,Terrestrial
Chelosania brunnea,0.004,0,0.018,0.722,0,0.256,0,Scansorial
Chioninia coctei,0,0.323,0.131,0,0,0.546,0,Large
Chioninia vaillantii,0,0.088,0,0,0.548,0.365,0,Fossorial
Chlamydosaurus kingii,0.008,0,0.036,0.443,0,0.513,0,Large
Chondrodactylus angulifer,0,0,0.435,0,0,0.196,0.37,Nocturnal
Chondrodactylus bibronii,0,0,0.956,0,0,0.044,0,Nocturnal
Chondrodactylus turneri,0,0,0.968,0,0,0.032,0,Nocturnal
Christinus guentheri,0,0.588,0.359,0,0,0.053,0,Herbivorous
Christinus marmoratus,0,0.638,0.362,0,0,0,0,Herbivorous
Cnemaspis adii,0,0,0,0.863,0.008,0,0.129,Scansorial
Cnemaspis affinis,0,0,0,0.98,0.001,0,0.019,Scansorial
Cnemaspis africana,0,0,0.906,0,0.018,0,0.076,Nocturnal
Cnemaspis andalas,0,0,0,0.853,0.008,0,0.139,Scansorial
Cnemaspis argus,0.001,0,0.004,0.946,0,0.049,0,Scansorial
Cnemaspis assamensis,0,0,0,0.847,0.009,0,0.144,Scansorial
Cnemaspis aurantiacopes,0,0,0.894,0,0.02,0,0.086,Nocturnal
Cnemaspis baueri,0,0,0.936,0,0.012,0,0.051,Nocturnal
Cnemaspis bayuensis,0,0,0,0.949,0.003,0,0.048,Scansorial
Cnemaspis beddomei,0,0,0,0.98,0.001,0,0.019,Scansorial
Cnemaspis bidongensis,0,0,0.891,0,0.021,0,0.088,Nocturnal
Cnemaspis biocellata,0,0,0.781,0,0.042,0,0.177,Nocturnal
Cnemaspis boulengeri,0.001,0,0.004,0.932,0,0.062,0,Scansorial
Cnemaspis caudanivea,0,0,0.829,0,0.033,0,0.138,Nocturnal
Cnemaspis chanardi,0,0,0,0.905,0.005,0,0.09,Scansorial
Cnemaspis chanthaburiensis,0,0,0.796,0,0.039,0,0.165,Nocturnal
Cnemaspis dezwaani,0,0,0.706,0,0.056,0,0.237,Nocturnal
Cnemaspis flavigaster,0,0,0.846,0,0.03,0,0.124,Nocturnal
Cnemaspis flaviventralis,0,0,0.751,0,0.048,0,0.201,Nocturnal
Cnemaspis flavolineata,0,0,0,0.954,0.003,0,0.044,Scansorial
Cnemaspis gemunu,0,0,0,0.855,0.008,0,0.137,Scansorial
Cnemaspis gigas,0.001,0,0.005,0.93,0,0.064,0,Scansorial
Cnemaspis grismeri,0,0,0,0.977,0.001,0,0.022,Scansorial
Cnemaspis hangus,0,0,0,0.977,0.001,0,0.022,Scansorial
Cnemaspis harimau,0,0,0.784,0,0.042,0,0.175,Nocturnal
Cnemaspis heteropholis,0,0,0.425,0,0,0,0.575,Terrestrial
Cnemaspis huaseesom,0,0,0.804,0,0.038,0,0.159,Nocturnal
Cnemaspis indica,0,0,0.784,0,0.042,0,0.175,Nocturnal
Cnemaspis jerdonii,0,0,0.801,0,0.038,0,0.161,Nocturnal
Cnemaspis kallima,0,0,0,0.003,0,0.054,0.942,Terrestrial
Cnemaspis kamolnorranathi,0,0,0.761,0,0.046,0,0.193,Nocturnal
Cnemaspis kandiana,0,0,0.746,0,0.049,0,0.205,Nocturnal
Cnemaspis karsticola,0,0,0,0.962,0.002,0,0.036,Scansorial
Cnemaspis kendallii,0,0,0.002,0.967,0,0.03,0,Scansorial
Cnemaspis kolhapurensis,0,0,0,0,0,0.092,0.908,Terrestrial
Cnemaspis kottiyoorensis,0,0,0.403,0,0,0,0.597,Terrestrial
Cnemaspis kumarasinghei,0,0,0.708,0,0.056,0,0.235,Nocturnal
Cnemaspis kumpoli,0,0,0.916,0,0.016,0,0.067,Nocturnal
Cnemaspis limi,0,0,0.982,0,0,0.017,0,Nocturnal
Cnemaspis lineogularis,0,0,0,0.889,0.006,0,0.105,Scansorial
Cnemaspis littoralis,0,0,0,0.858,0.008,0,0.134,Scansorial
Cnemaspis mahsuriae,0,0,0.751,0,0.048,0,0.201,Nocturnal
Cnemaspis mcguirei,0,0,0.926,0,0.014,0,0.059,Nocturnal
Cnemaspis molligodai,0,0,0,0.806,0.011,0,0.183,Scansorial
Cnemaspis monachorum,0,0,0,0.863,0.008,0,0.129,Scansorial
Cnemaspis mumpuniae,0,0,0.002,0.967,0,0.03,0,Scansorial
Cnemaspis mysoriensis,0,0,0,0.819,0.01,0,0.171,Scansorial
Cnemaspis nairi,0,0,0,0.936,0.004,0,0.061,Scansorial
Cnemaspis narathiwatensis,0,0,0.864,0,0.026,0,0.11,Nocturnal
Cnemaspis neangthyi,0,0,0.869,0,0.025,0,0.106,Nocturnal
Cnemaspis nigridia,0.002,0,0.009,0.863,0,0.126,0,Scansorial
Cnemaspis niyomwanae,0,0,0.884,0,0.022,0,0.094,Nocturnal
Cnemaspis nuicamensis,0,0,0,0.962,0.002,0,0.036,Scansorial
Cnemaspis occidentalis,0,0,0.001,0.986,0,0.013,0,Scansorial
Cnemaspis omari,0,0,0,0.915,0.005,0,0.08,Scansorial
Cnemaspis ornata,0,0,0,0.993,0,0.007,0,Scansorial
Cnemaspis otai,0,0,0,0.837,0.009,0,0.154,Scansorial
Cnemaspis paripari,0,0,0,0.98,0.001,0,0.019,Scansorial
Cnemaspis pava,0,0,0,0.855,0.008,0,0.137,Scansorial
Cnemaspis pemanggilensis,0,0,0.971,0,0.005,0,0.023,Nocturnal
Cnemaspis peninsularis,0,0,0.002,0.972,0,0.026,0,Scansorial
Cnemaspis perhentianensis,0,0,0.829,0,0.033,0,0.138,Nocturnal
Cnemaspis petrodroma,0.001,0,0.003,0.956,0,0.041,0,Scansorial
Cnemaspis phangngaensis,0,0,0,0.92,0.005,0,0.075,Scansorial
Cnemaspis phillipsi,0,0,0,0.876,0.007,0,0.117,Scansorial
Cnemaspis phuketensis,0,0,0,0.806,0.011,0,0.183,Scansorial
Cnemaspis podihuna,0,0,0,0.777,0.013,0,0.21,Scansorial
Cnemaspis pseudomcguirei,0,0,0.796,0,0.039,0,0.165,Nocturnal
Cnemaspis psychedelica,0.001,0,0.006,0.909,0,0.083,0,Scansorial
Cnemaspis punctata,0,0,0,0.881,0.007,0,0.112,Scansorial
Cnemaspis punctatonuchalis,0,0,0.844,0,0.03,0,0.126,Nocturnal
Cnemaspis quattuorseriata,0,0,0.814,0,0.036,0,0.15,Nocturnal
Cnemaspis rajabasa,0,0,0.894,0,0.02,0,0.086,Nocturnal
Cnemaspis rammalensis,0,0,0,0.998,0,0,0.002,Scansorial
Cnemaspis retigalensis,0,0,0,0.824,0.01,0,0.166,Scansorial
Cnemaspis roticanai,0,0,0.826,0,0.033,0,0.14,Nocturnal
Cnemaspis scalpensis,0,0,0,0.881,0.007,0,0.112,Scansorial
Cnemaspis selamatkanmerapoh,0,0,0.804,0,0.038,0,0.159,Nocturnal
Cnemaspis shahruli,0,0,0.751,0,0.048,0,0.201,Nocturnal
Cnemaspis siamensis,0,0,0.794,0,0.04,0,0.167,Nocturnal
Cnemaspis silvula,0,0,0,0.863,0.008,0,0.129,Scansorial
Cnemaspis sisparensis,0,0,0,0,0,0.188,0.812,Terrestrial
Cnemaspis spinicollis,0,0,0.874,0,0.024,0,0.102,Nocturnal
Cnemaspis stongensis,0,0,0.841,0,0.03,0,0.128,Nocturnal
Cnemaspis sundainsula,0.002,0,0.008,0.877,0,0.113,0,Scansorial
Cnemaspis tapanuli,0,0,0,0.837,0.009,0,0.154,Scansorial
Cnemaspis temiah,0,0,0,0.894,0.006,0,0.1,Scansorial
Cnemaspis thachanaensis,0,0,0,0.897,0.006,0,0.097,Scansorial
Cnemaspis tropidogaster,0,0,0,0.863,0.008,0,0.129,Scansorial
Cnemaspis tucdupensis,0,0,0.851,0,0.029,0,0.12,Nocturnal
Cnemaspis vandeventeri,0,0,0.811,0,0.036,0,0.152,Nocturnal
Cnemaspis wynadensis,0,0,0.406,0,0,0,0.594,Terrestrial
Cnemaspis yercaudensis,0,0,0.688,0,0.06,0,0.252,Nocturnal
Cnemidophorus arenivagus,0,0.542,0,0,0,0.205,0.253,Herbivorous
Cnemidophorus arubensis,0,0.509,0,0,0,0.319,0.172,Herbivorous
Cnemidophorus cryptus,0,0,0,0,0,0.25,0.75,Terrestrial
Cnemidophorus gramivagus,0,0,0,0,0,0.373,0.627,Terrestrial
Cnemidophorus lemniscatus,0,0.792,0,0,0,0.208,0,Herbivorous
Cnemidophorus martyris,0,0,0,0,0,0.273,0.727,Terrestrial
Cnemidophorus murinus,0,0.491,0,0,0,0.381,0.128,Herbivorous
Cnemidophorus nigricolor,0,0.522,0,0,0,0.274,0.204,Herbivorous
Cnemidophorus senectus,0,0.545,0,0,0,0.193,0.262,Herbivorous
Cnemidophorus splendidus,0,0,0,0,0,0.277,0.723,Terrestrial
Cnemidophorus vanzoi,0,0.505,0,0,0,0.332,0.163,Herbivorous
Coeranoscincus frontalis,0,0,0,0,0.85,0.15,0,Fossorial
Coeranoscincus reticulatus,0,0,0,0,0.851,0.149,0,Fossorial
Coggeria naufragus,0,0,0,0,0.917,0.083,0,Fossorial
Coleodactylus brachystoma,0,0,0,0.003,0,0,0.997,Terrestrial
Coleodactylus elizae,0,0,0,0.783,0.012,0,0.205,Scansorial
Coleodactylus meridionalis,0,0,0,0.013,0,0.02,0.967,Terrestrial
Coleodactylus natalensis,0,0,0,0,0,0,1,Terrestrial
Coleodactylus septentrionalis,0,0,0,0.009,0,0.032,0.959,Terrestrial
Coleonyx brevis,0,0,0.444,0,0,0.058,0.498,Terrestrial
Coleonyx elegans,0,0,0.433,0,0,0.223,0.344,Nocturnal
Coleonyx fasciatus,0,0,0.441,0,0,0.095,0.463,Terrestrial
Coleonyx gypsicolus,0,0,0.985,0,0,0.015,0,Nocturnal
Coleonyx mitratus,0,0,0.437,0,0,0.164,0.399,Nocturnal
Coleonyx reticulatus,0,0,0.968,0,0,0.032,0,Nocturnal
Coleonyx switaki,0,0,0.993,0,0,0.007,0,Nocturnal
Coleonyx variegatus,0,0,0.441,0,0,0.099,0.46,Terrestrial
Colobosaura modesta,0,0,0,0,0,0.161,0.839,Terrestrial
Colobosauroides carvalhoi,0,0,0,0.007,0,0.042,0.951,Terrestrial
Colobosauroides cearensis,0,0,0,0,0,0.111,0.889,Terrestrial
